experiment_id,timestamp,src_switch,dst_switch,loss_mean_30s,tx_dropped_max,control_plane_rtt_ms,rx_bytes_slope,tx_bytes_rate,data_origin,current_sla_violated,sla_violated_in_horizon
exp_001,12,s1,s2,0.06647741987013656,0.0,3.5821227947130394,44.76923076923078,12712.0,synthetic,0,0
exp_001,13,s1,s2,0.06227852749022535,0.0,2.1607824767773613,44.78131868131869,11232.0,synthetic,0,0
exp_001,14,s1,s2,0.06080541766588567,0.0,2.822267878729345,44.757142857142846,12296.0,synthetic,0,0
exp_001,15,s1,s2,0.06334813755505544,0.0,2.927989878419666,45.1875,12132.0,synthetic,0,0
exp_001,16,s1,s2,0.06405843167712678,0.0,4.495434252883474,45.64558823529411,10227.0,synthetic,0,0
exp_001,17,s1,s2,0.05497457748605484,0.0,3.087047068238171,46.43455882352941,10085.0,synthetic,0,0
exp_001,18,s1,s2,0.05869230240162547,0.0,2.465583546326495,46.716911764705884,7287.0,synthetic,0,0
exp_001,19,s1,s2,0.05454340519968373,0.0,2.1915063971068123,46.84264705882353,13081.0,synthetic,0,0
exp_001,20,s1,s2,0.05865577194042203,0.0,3.2571168700562794,46.486029411764704,13925.0,synthetic,0,0
exp_001,21,s1,s2,0.058987464108753565,0.0,2.2979469061226476,46.178676470588236,9271.0,synthetic,0,0
exp_001,22,s1,s2,0.06921600033225131,0.0,0.5,46.472794117647055,6198.0,synthetic,0,0
exp_001,23,s1,s2,0.06816486119023278,0.0,2.838714288333991,46.66691176470588,12030.0,synthetic,0,0
exp_001,24,s1,s2,0.06911809070352201,0.0,2.9814491954883597,46.80147058823529,7848.0,synthetic,0,0
exp_001,25,s1,s2,0.06807556494263212,0.0,3.0602302099410266,48.02867647058824,7786.0,synthetic,0,0
exp_001,26,s1,s2,0.08271668360139779,0.0,2.4252907923866003,48.6375,14856.0,synthetic,0,0
exp_001,27,s1,s2,0.08169116993908439,0.0,4.1428228145150205,48.9,12282.0,synthetic,0,0
exp_001,28,s1,s2,0.08407271325441562,0.0,4.405205305878188,49.90294117647059,5902.0,synthetic,0,0
exp_001,29,s1,s2,0.09486468530899375,0.0,2.0094636748693118,50.534558823529416,10908.0,synthetic,0,0
exp_001,30,s1,s2,0.09942739114034405,0.0,3.0091443457401374,50.83382352941177,11451.0,synthetic,0,0
exp_001,31,s1,s2,0.09428185903792599,0.0,2.0805757657661967,51.96397058823529,6375.0,synthetic,0,0
exp_001,32,s1,s2,0.08794898204366543,0.0,2.6432549742318057,53.32058823529411,13172.0,synthetic,0,0
exp_001,33,s1,s2,0.08952597058602843,0.0,1.3925167654387725,54.5360294117647,13972.0,synthetic,0,0
exp_001,34,s1,s2,0.08906040119729375,0.0,1.559958552316202,55.470588235294116,12259.0,synthetic,0,0
exp_001,35,s1,s2,0.10277285788827548,0.0,3.2504928503458768,56.09338235294117,5841.0,synthetic,0,0
exp_001,36,s1,s2,0.09760285803929347,0.0,3.226288269498875,56.84411764705882,6014.0,synthetic,0,0
exp_001,37,s1,s2,0.0995657485725689,0.0,4.865774511144757,57.340441176470584,7242.0,synthetic,0,0
exp_001,38,s1,s2,0.09670067083669137,0.0,2.2488205753360715,57.267647058823535,11496.0,synthetic,0,0
exp_001,39,s1,s2,0.10595096769669742,0.0,3.82206015999449,57.70808823529411,8677.0,synthetic,0,0
exp_001,40,s1,s2,0.1050521280022716,0.0,3.878673548190896,57.10367647058823,12948.0,synthetic,0,0
exp_001,41,s1,s2,0.1091824457936669,0.0,2.735343166762044,57.92279411764706,12224.0,synthetic,0,0
exp_001,42,s1,s2,0.09631192340164765,0.0,3.041980064470023,58.130147058823525,14404.0,synthetic,0,0
exp_001,43,s1,s2,0.11381453339682451,0.0,2.776537214674149,58.438235294117646,14283.0,synthetic,0,0
exp_001,44,s1,s2,0.11444213013300425,0.0,2.5475377676553306,59.10808823529412,13511.0,synthetic,0,0
exp_001,45,s1,s2,0.10555151411540688,0.0,3.2140937441302038,58.768382352941174,11960.0,synthetic,0,0
exp_001,46,s1,s2,0.10375314287895879,0.0,3.230953722945133,57.66838235294117,6400.0,synthetic,0,0
exp_001,47,s1,s2,0.1071212122692236,0.0,3.3577873603482833,56.993382352941175,12024.0,synthetic,0,0
exp_001,48,s1,s2,0.1072984616962222,0.0,3.905121959956559,56.02647058823529,13670.0,synthetic,0,0
exp_001,49,s1,s2,0.11751398420341051,0.0,3.5150476863060476,56.1595588235294,11499.0,synthetic,0,0
exp_001,50,s1,s2,0.11066258558380482,0.0,3.232296158176405,56.39264705882352,8755.0,synthetic,0,0
exp_001,51,s1,s2,0.0970663273968055,0.0,2.5146364521708966,56.42426470588235,10426.0,synthetic,0,0
exp_001,52,s1,s2,0.09807468018199994,0.0,2.5854681946101086,56.453676470588235,13226.0,synthetic,0,0
exp_001,53,s1,s2,0.09405857166273435,0.0,3.0642800190954627,55.99117647058823,7158.0,synthetic,0,0
exp_001,54,s1,s2,0.09236983622372155,0.0,5.389035957392462,55.476470588235294,12260.0,synthetic,0,0
exp_001,55,s1,s2,0.10381734204395027,0.0,0.9748574133423928,55.35220588235293,7708.0,synthetic,0,0
exp_001,56,s1,s2,0.10550373756529069,0.0,2.228180922243245,55.37867647058823,6564.0,synthetic,0,0
exp_001,57,s1,s2,0.10293855421990203,0.0,4.765454240281096,56.17647058823529,7799.0,synthetic,0,0
exp_001,58,s1,s2,0.1202418425335898,0.0,3.377296265460409,57.18014705882353,9196.0,synthetic,0,0
exp_001,59,s1,s2,0.10278621053037756,0.0,4.2669111491866225,57.85220588235295,6160.0,synthetic,0,0
exp_001,60,s1,s2,0.09958718615474918,0.0,2.762608038793331,59.141176470588235,9916.0,synthetic,0,0
exp_001,61,s1,s2,0.10121408678389701,0.0,2.7474318486068396,59.19926470588234,11158.0,synthetic,0,0
exp_001,62,s1,s2,0.10223910053142987,0.0,2.8715878534602917,58.453676470588235,10031.0,synthetic,0,0
exp_001,63,s1,s2,0.10980693883264196,0.0,2.018491348952049,57.698529411764696,11424.0,synthetic,0,0
exp_001,64,s1,s2,0.10719054339734474,0.0,3.647162696787044,56.39044117647059,8881.0,synthetic,0,0
exp_001,65,s1,s2,0.0983543633723969,0.0,5.133033374656266,55.48823529411765,8861.0,synthetic,0,0
exp_001,66,s1,s2,0.11109524595361714,0.0,2.5135672339476396,54.58970588235294,13448.0,synthetic,0,0
exp_001,67,s1,s2,0.11062556447857558,0.0,2.410635243055788,53.86544117647058,11967.0,synthetic,0,0
exp_001,68,s1,s2,0.11471161770431744,0.0,3.3620139119424706,53.19338235294117,7820.0,synthetic,0,0
exp_001,69,s1,s2,0.11314129440327182,0.0,3.7472936051232617,52.125,9126.0,synthetic,0,0
exp_001,70,s1,s2,0.10995394623642958,0.0,2.330797271818787,51.86176470588235,13584.0,synthetic,0,0
exp_001,71,s1,s2,0.09018393749106812,0.0,3.8254163489880297,51.69926470588236,14025.0,synthetic,0,0
exp_001,72,s1,s2,0.0909697128565897,0.0,2.47681190641289,52.20367647058823,8892.0,synthetic,0,0
exp_001,73,s1,s2,0.0892377804658934,0.0,3.324166352488442,52.590441176470584,10734.0,synthetic,0,0
exp_001,74,s1,s2,0.07611982160235727,0.0,1.207954899864785,53.23529411764706,11725.0,synthetic,0,0
exp_001,75,s1,s2,0.08306467523603861,0.0,3.624119817052155,53.696323529411764,9944.0,synthetic,0,0
exp_001,76,s1,s2,0.08314084604538996,0.0,0.9099822513697204,55.27573529411764,8509.0,synthetic,0,0
exp_001,77,s1,s2,0.07990994382950295,0.0,3.4129314542756246,56.03088235294117,6011.0,synthetic,0,0
exp_001,78,s1,s2,0.07415832498967603,0.0,2.56669659309744,56.48455882352941,12062.0,synthetic,0,0
exp_001,79,s1,s2,0.06255519559845649,0.0,1.5519156585026759,56.404411764705884,14472.0,synthetic,0,0
exp_001,80,s1,s2,0.08906710101679768,0.0,2.335772556695577,56.66323529411765,12771.0,synthetic,0,0
exp_001,81,s1,s2,0.08773293382752587,0.0,3.8576596232020193,55.935294117647054,9926.0,synthetic,0,0
exp_001,82,s1,s2,0.06749747587706205,0.0,2.317657398879846,54.986764705882344,6175.0,synthetic,0,0
exp_001,83,s1,s2,0.07389760952222618,0.0,3.5193465142411724,54.58529411764705,8748.0,synthetic,0,0
exp_001,84,s1,s2,0.06980429690339704,0.0,2.656798763368832,54.2485294117647,5121.0,synthetic,0,0
exp_001,85,s1,s2,0.09047425707114101,0.0,3.2240924818104166,53.85147058823529,10538.0,synthetic,0,0
exp_002,12,s1,s2,0.08236643682430163,0.0,2.8720824085192334,40.1923076923077,7424.0,synthetic,0,0
exp_002,13,s1,s2,0.07872365285026969,0.0,2.813094877439591,39.98351648351648,7114.0,synthetic,0,0
exp_002,14,s1,s2,0.0761204041951316,0.0,4.687141635072565,40.42321428571427,9984.0,synthetic,0,0
exp_002,15,s1,s2,0.07193120452366995,0.0,5.374329403492389,41.25955882352941,9316.0,synthetic,0,0
exp_002,16,s1,s2,0.06721300009282226,0.0,2.1243817466152426,41.1264705882353,10707.0,synthetic,0,0
exp_002,17,s1,s2,0.06545476091519403,0.0,3.027690931616213,41.82794117647059,6017.0,synthetic,0,0
exp_002,18,s1,s2,0.047827872647788774,0.0,2.3493574308781726,42.69485294117647,7850.0,synthetic,0,0
exp_002,19,s1,s2,0.044777317279010825,0.0,0.5,43.60735294117646,6120.0,synthetic,0,0
exp_002,20,s1,s2,0.04708533461669841,0.0,2.4232286694316674,44.680882352941175,11686.0,synthetic,0,0
exp_002,21,s1,s2,0.04945665317814589,0.0,5.043320489682306,46.364705882352936,12694.0,synthetic,0,0
exp_002,22,s1,s2,0.05049009548707405,0.0,2.236740843457483,47.262499999999996,7424.0,synthetic,0,0
exp_002,23,s1,s2,0.05044901460364145,0.0,1.475709466830008,48.505147058823525,6543.0,synthetic,0,0
exp_002,24,s1,s2,0.04722191425374136,0.0,2.348163892197841,49.95735294117647,6344.0,synthetic,0,0
exp_002,25,s1,s2,0.04723722319881861,0.0,2.3980313211036153,51.54558823529411,12602.0,synthetic,0,0
exp_002,26,s1,s2,0.05142814546749115,0.0,0.5283554998727107,52.064705882352946,14295.0,synthetic,0,0
exp_002,27,s1,s2,0.05864512022949666,0.0,3.1697292843903737,52.233823529411765,5664.0,synthetic,0,0
exp_002,28,s1,s2,0.06234426804721886,0.0,4.167782061659807,52.073529411764696,12952.0,synthetic,0,0
exp_002,29,s1,s2,0.06179117530464687,0.0,2.681521489349661,51.680882352941175,11651.0,synthetic,0,0
exp_002,30,s1,s2,0.06393884234285975,0.0,3.8711247034316925,51.41764705882353,13165.0,synthetic,0,0
exp_002,31,s1,s2,0.0669847347590874,0.0,2.3235869795159614,50.75808823529412,12476.0,synthetic,0,0
exp_002,32,s1,s2,0.07049797319012667,0.0,3.3269273737641627,49.606617647058826,10435.0,synthetic,0,0
exp_002,33,s1,s2,0.08255602849673804,0.0,2.115184058082015,48.63970588235294,11277.0,synthetic,0,0
exp_002,34,s1,s2,0.08406814114024733,0.0,3.3384964074944143,47.393382352941174,10334.0,synthetic,0,0
exp_002,35,s1,s2,0.09689877174570706,0.0,2.5126049760788525,46.57794117647059,7484.0,synthetic,0,0
exp_002,36,s1,s2,0.10224320967149444,0.0,3.0715662372193924,45.93235294117647,13767.0,synthetic,0,0
exp_002,37,s1,s2,0.08829501903765155,0.0,4.286974963849594,45.84705882352941,7292.0,synthetic,0,0
exp_002,38,s1,s2,0.09500730100951926,0.0,3.86960592010566,45.72132352941176,10427.0,synthetic,0,0
exp_002,39,s1,s2,0.09605792867898974,0.0,1.941614597152948,45.77279411764705,10833.0,synthetic,0,0
exp_002,40,s1,s2,0.09515870543805532,0.0,3.6543656563540576,45.938235294117646,10862.0,synthetic,0,0
exp_002,41,s1,s2,0.0991557190756844,0.0,2.7971537803298476,46.51764705882353,14321.0,synthetic,0,0
exp_002,42,s1,s2,0.09870114951177353,0.0,3.481009231736713,47.02205882352941,6525.0,synthetic,0,0
exp_002,43,s1,s2,0.09297049375371579,0.0,1.6585548422003025,48.28382352941176,14343.0,synthetic,0,0
exp_002,44,s1,s2,0.10076101287787512,0.0,2.010395179741419,49.62426470588235,13388.0,synthetic,0,0
exp_002,45,s1,s2,0.10018580154443787,0.0,5.538691101737486,51.05661764705882,5547.0,synthetic,0,0
exp_002,46,s1,s2,0.09811010735665474,0.0,1.9878956247398323,51.827205882352935,14198.0,synthetic,0,0
exp_002,47,s1,s2,0.09715324629276043,0.0,4.2701255465757155,51.558088235294115,7246.0,synthetic,0,0
exp_002,48,s1,s2,0.0965512433857639,0.0,2.754256935914056,51.11397058823529,9189.0,synthetic,0,0
exp_002,49,s1,s2,0.09713747542665882,0.0,4.08045986900535,50.16691176470589,5130.0,synthetic,0,0
exp_002,50,s1,s2,0.10139648718593808,0.0,2.7311113094451693,48.79117647058824,14968.0,synthetic,0,0
exp_002,51,s1,s2,0.0917355092804492,0.0,2.322433787266293,47.74926470588235,7099.0,synthetic,0,0
exp_002,52,s1,s2,0.09749142674884431,0.0,2.4263379931197635,46.48382352941176,9720.0,synthetic,0,0
exp_002,53,s1,s2,0.10007498618716362,0.0,4.388582269040288,44.315441176470586,9007.0,synthetic,0,0
exp_002,54,s1,s2,0.09719448843399468,0.0,2.6573124059196513,42.766176470588235,14461.0,synthetic,0,0
exp_002,55,s1,s2,0.09830210398534298,0.0,3.8332238776207417,40.90367647058823,5253.0,synthetic,0,0
exp_002,56,s1,s2,0.09616171613422103,0.0,3.935678393147461,39.7985294117647,7219.0,synthetic,0,0
exp_002,57,s1,s2,0.093397760747707,0.0,3.0987457776373346,38.96617647058823,11527.0,synthetic,0,0
exp_002,58,s1,s2,0.08989359298686699,0.0,2.759674601841865,38.38823529411765,13556.0,synthetic,0,0
exp_002,59,s1,s2,0.09560952330013575,0.0,4.646397242679973,38.506617647058825,7931.0,synthetic,0,0
exp_002,60,s1,s2,0.09353903839749067,0.0,3.326133022242118,38.62205882352941,13926.0,synthetic,0,0
exp_002,61,s1,s2,0.10333622554313077,0.0,1.7584987690508773,39.16544117647059,10902.0,synthetic,0,0
exp_002,62,s1,s2,0.1027349556900966,0.0,1.719570647503717,40.232352941176465,9361.0,synthetic,0,0
exp_002,63,s1,s2,0.10225759859241873,0.0,3.9718226901727354,41.400735294117645,9252.0,synthetic,0,0
exp_002,64,s1,s2,0.09863536883555238,0.0,3.3078017688920593,42.27279411764706,7578.0,synthetic,0,0
exp_002,65,s1,s2,0.08417775435791428,0.0,1.7115526202426752,42.930882352941175,5183.0,synthetic,0,0
exp_002,66,s1,s2,0.09272538142452408,0.0,3.1958452550976815,43.19926470588235,10541.0,synthetic,0,0
exp_002,67,s1,s2,0.09495251747657284,0.0,2.530852279805065,44.04338235294117,6368.0,synthetic,0,0
exp_002,68,s1,s2,0.09507412167683255,0.0,3.2560297343138758,45.338970588235284,11650.0,synthetic,0,0
exp_002,69,s1,s2,0.09107898370784737,0.0,2.8418985099298015,46.175735294117636,10189.0,synthetic,0,0
